Full Name,Country Name,State,State Abbr,Total Population,Households SNAP,Estimated Individuals SNAP,Total Citizen Educated in US,Citizen Less than High School  Education,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Graduate or Professional Degree,Total Citizen Income,Citizen No Income,Citizen Income 1-9999,Citizen Income 10000-14999,Citizen Income 15000-24999,Citizen Income 25000-34999,Citizen Income 35000-49999,Citizen Income 50000-64999,Citizen Income 65000-74999,Citizen Income over 75000,One Race Population,White Race,Black Race,Native American Race,Asian Race,Pacific Islander Race,Other Race Alone,Hispanic or Latino,Median Age,Male Median Age,Female Median Age,Total Households,Average Household Size,Total Families,Total Confirmed Cases,Total Deaths,Case Rate per 1000,Death Rate 1000,Case Rate Categories,Death Rate Categories,Total Population_iqr,Households SNAP_iqr,Estimated Individuals SNAP_iqr,Total Citizen Educated in US_iqr,Citizen Less than High School  Education_iqr,Citizen High School  Graduate_iqr,Citizen Some College  Education_iqr,Citizen College Degree_iqr,Citizen Graduate or Professional Degree_iqr,Total Citizen Income_iqr,Citizen No Income_iqr,Citizen Income 1-9999_iqr,Citizen Income 10000-14999_iqr,Citizen Income 15000-24999_iqr,Citizen Income 25000-34999_iqr,Citizen Income 35000-49999_iqr,Citizen Income 50000-64999_iqr,Citizen Income 65000-74999_iqr,Citizen Income over 75000_iqr,One Race Population_iqr,White Race_iqr,Black Race_iqr,Native American Race_iqr,Asian Race_iqr,Pacific Islander Race_iqr,Other Race Alone_iqr,Hispanic or Latino_iqr,Median Age_iqr,Male Median Age_iqr,Female Median Age_iqr,Total Households_iqr,Average Household Size_iqr,Total Families_iqr,Total Confirmed Cases_iqr,Total Deaths_iqr,Case Rate per 1000_iqr,Death Rate 1000_iqr,Total Population_iqr_bc,Total Citizen Educated in US_iqr_bc,Citizen Less than High School  Education_iqr_bc,Citizen High School  Graduate_iqr_bc,Citizen Some College  Education_iqr_bc,Citizen College Degree_iqr_bc,Total Citizen Income_iqr_bc,Citizen No Income_iqr_bc,Citizen Income 1-9999_iqr_bc,Citizen Income 10000-14999_iqr_bc,Citizen Income 15000-24999_iqr_bc,Citizen Income 25000-34999_iqr_bc,Citizen Income 35000-49999_iqr_bc,Citizen Income 50000-64999_iqr_bc,Citizen Income over 75000_iqr_bc,One Race Population_iqr_bc,Other Race Alone_iqr_bc,Hispanic or Latino_iqr_bc,Median Age_iqr_bc,Male Median Age_iqr_bc,Female Median Age_iqr_bc,Total Households_iqr_bc,Average Household Size_iqr_bc,Total Population_iqr_bc_zscore,Total Citizen Educated in US_iqr_bc_zscore,Citizen Less than High School  Education_iqr_bc_zscore,Citizen High School  Graduate_iqr_bc_zscore,Citizen Some College  Education_iqr_bc_zscore,Citizen College Degree_iqr_bc_zscore,Total Citizen Income_iqr_bc_zscore,Citizen No Income_iqr_bc_zscore,Citizen Income 1-9999_iqr_bc_zscore,Citizen Income 10000-14999_iqr_bc_zscore,Citizen Income 15000-24999_iqr_bc_zscore,Citizen Income 25000-34999_iqr_bc_zscore,Citizen Income 35000-49999_iqr_bc_zscore,Citizen Income 50000-64999_iqr_bc_zscore,Citizen Income over 75000_iqr_bc_zscore,Hispanic or Latino_iqr_bc_zscore,Median Age_iqr_bc_zscore,Male Median Age_iqr_bc_zscore,Female Median Age_iqr_bc_zscore,Total Households_iqr_bc_zscore,Average Household Size_iqr_bc_zscore
"Montgomery County, Mississippi",Montgomery County,Mississippi,MS,10925,923,2252,7130,1410,2400,1825,1049,446,8337,1006,1762,1046,1251,936,1104,703,134,395,5790,4967,16,39,1,57,55,10828,41.4,39.8,42.6,4438,2,2670,301,26,8.97,0.092,3,2,10925.0,923.0,2252.0,7130.0,1410.0,2400.0,1825.0,1049.0,446.0,8337.0,1006.0,1762.0,1046.0,1251.0,936.0,1104.0,703.0,134.0,395.0,5790.0,4967.0,16.0,39.0,1.0,57.0,55.0,10828.0,41.4,39.8,42.6,4438.0,2.0,2670.0,301.0,26.0,8.97,0.092,18.897587568730902,17.020472116705818,17.997406914739674,16.591499699897877,11.87133877067835,8.798110427210352,17.59014275212683,14.689548598173968,13.76118815253691,13.34427983126276,12.57438427590357,11.16516244873533,11.196307852925402,9.492821241130155,7.412882625477194,17.396068848581752,4.9625000785324,20.442097827434807,68.51488607763312,32.502628456694325,148.42075755214557,15.284518723113278,0.4002283303947797,-0.7398353266196743,-0.7726152519012981,-0.4854814296356897,-0.8221983498891852,-0.8823100316020286,-0.5606349253596938,-0.7781305051586764,-0.7503020632810798,-0.6597252730980939,-0.6306818979075615,-0.8048197501716445,-0.8267302749248122,-0.716064766719255,-0.6697212759844179,-0.9719741390599353,-0.6747464249532494,0.20028008502616,0.13299674775761852,0.17899272148937787,-0.7163140000929676,-0.7969481557906208
"Neshoba County, Mississippi",Neshoba County,Mississippi,MS,29676,2146,5794,18610,4054,6096,5845,1782,833,22497,3003,4730,2822,3520,2798,2603,1543,354,1124,17974,6207,4815,102,9,140,429,29207,35.3,33.9,36.5,10856,3,8515,98,1,31.035,1.8869999999999998,5,4,29676.0,2146.0,5794.0,18610.0,4054.0,6096.0,5845.0,1782.0,833.0,22497.0,3003.0,4730.0,2822.0,3520.0,2798.0,2603.0,1543.0,354.0,1124.0,17974.0,6207.0,1123.375,102.0,9.0,140.0,429.0,29207.0,35.3,33.9,36.5,10856.0,3.0,8515.0,98.0,1.0,11.0055,0.6695,22.762642804152332,20.375175278987278,23.93428290204228,20.542829949383066,14.799140339424934,9.646131006579942,21.16124269853811,19.424336591703007,17.015177315031096,16.891331183126614,15.74777983252229,14.0964914595949,13.366177717747966,11.143977365678102,9.05651830910097,21.75118199785927,8.421599473430446,24.84474616733835,56.586426486308085,27.82214274468471,118.86972306274235,18.130122420184758,0.4856719448739987,0.038413558903157355,-0.03160622854267506,0.3816086058084646,-0.0987041515858759,0.00926481377592377,-0.1763919650780706,-0.019426035871256384,0.014552294211080199,0.10940879973357509,0.15684978250840012,-0.012161177137815752,0.012285413605028862,-0.0661381112192281,-0.09188589450544998,-0.256533066332599,0.0900960729495484,-1.0349539277119948,-1.0637716165788746,-1.0471813276586333,-0.010436415012159595,1.2053636253116902
"Newton County, Mississippi",Newton County,Mississippi,MS,21720,1178,3027,13659,2280,4089,5062,1569,659,16858,2617,3207,1919,3077,1697,2243,1017,359,722,13734,6567,1092,52,0,86,189,21433,37.1,35.7,38.3,8214,3,5653,921,56,14.963,0.368,3,2,21720.0,1178.0,3027.0,13659.0,2280.0,4089.0,5062.0,1569.0,659.0,16858.0,2617.0,3207.0,1919.0,3077.0,1697.0,2243.0,1017.0,359.0,722.0,13734.0,6567.0,1092.0,52.0,0.0,86.0,189.0,21433.0,37.1,35.7,38.3,8214.0,3.0,5653.0,651.0,52.0,11.0055,0.368,21.497775926696978,19.246265564146334,20.527470904234374,18.770949015806057,14.416015150760787,9.439732422360755,20.073643267946327,18.771354734765254,15.677057333974386,15.441219575311742,15.307494862655203,12.704817642754273,12.972773411082912,10.251152287612488,8.346233727381929,20.650758239495683,6.952799127022704,23.399644883947744,60.06964020300449,29.25525199173521,127.38490895036057,17.206999556681946,0.4856719448739987,-0.21627393655434046,-0.28096727325741583,-0.1159616217402787,-0.42313807499540096,-0.10740456180265104,-0.2699123405591378,-0.2504939312444109,-0.0909299405425633,-0.20687795463862,-0.16511026768739184,-0.12213664339042064,-0.3860445457136959,-0.18397188062411995,-0.4043372199179867,-0.5657054505475648,-0.16095165786586021,-0.674254876542929,-0.6973353287578541,-0.6938569808303376,-0.2394253421395891,1.2053636253116902
"Noxubee County, Mississippi",Noxubee County,Mississippi,MS,11545,1378,3638,7161,2274,2155,1810,589,333,8657,1544,2426,1002,1139,626,1088,383,159,290,3133,8262,20,22,1,48,59,11453,36.3,33.6,38.2,4305,3,3129,325,8,18.883,0.52,4,3,11545.0,1378.0,3638.0,7161.0,2274.0,2155.0,1810.0,589.0,333.0,8657.0,1544.0,2426.0,1002.0,1139.0,626.0,1088.0,383.0,159.0,290.0,3133.0,8262.0,20.0,22.0,1.0,48.0,59.0,11453.0,36.3,33.6,38.2,4305.0,3.0,3129.0,325.0,8.0,11.0055,0.52,19.097466762413802,17.03469364057086,20.512850886884525,16.175205401248686,11.851934721851215,7.907136781444747,17.71712713678612,16.424279330979246,14.762859451539127,13.203856182323623,12.309735300202346,10.191240008444137,11.161348501391428,8.30880153353272,6.949647800566485,15.31890573467072,5.069025251108191,20.67374654946625,58.51761463172473,27.582822586388094,126.90724783082575,15.193458256922604,0.4856719448739987,-0.6995886159653677,-0.7694739076451523,-0.11809689817003514,-0.8984224290834454,-0.8882189572674263,-0.9643401649617634,-0.751151809066024,-0.4700748679187902,-0.4229637206257937,-0.6618593637091404,-0.8709244243893507,-1.1054899104991094,-0.7265359082329805,-1.0840785068038183,-1.1736108054823216,-0.6345036498061428,-0.8349725919869534,-1.1249641534265986,-0.7136767833915848,-0.7389023675585976,1.2053636253116902
"Oktibbeha County, Mississippi",Oktibbeha County,Mississippi,MS,47671,2457,5651,25070,2989,5287,6118,5044,5632,42071,7234,12031,3815,5597,3457,3500,2665,725,3047,28224,17431,91,1156,16,186,567,46988,25.4,24.7,26.5,18820,2,8706,218,6,8.097000000000001,0.37799999999999995,3,3,47671.0,2457.0,5651.0,25070.0,2989.0,5287.0,6118.0,5044.0,5632.0,42071.0,7234.0,12031.0,3815.0,5597.0,3457.0,3500.0,2665.0,725.0,3047.0,28224.0,13646.5,91.0,1156.0,16.0,186.0,567.0,46988.0,28.4,27.250000000000004,29.799999999999997,18820.0,2.0,8706.0,218.0,6.0,8.097000000000001,0.37799999999999995,24.79080733808093,21.507823982670065,22.076192894614827,19.896820478223137,14.922058658346211,11.39882395695815,23.6706635929206,24.0401689763309,20.566365169578866,18.093472993306325,17.33410616681508,14.713566646109195,14.170810793848016,12.376212977573125,10.739235720195838,23.696492050773937,8.950346019580042,27.201945360643126,43.54850273795374,22.48272750740589,88.78506625166051,20.053125561399707,0.4002283303947797,0.446794989968207,0.2185807087580906,0.11023165034493813,-0.21698940615149762,0.04669593013169249,0.6177632053291118,0.5137174987432068,0.7601906454236517,0.9487906911794299,0.4237545058842381,0.3840753291760372,0.18890692574847578,0.1748682700999425,0.3393448802744147,0.47591948485346175,0.4995964417891783,-2.3850768623754184,-2.429023779113069,-2.295497202099531,0.4665818060495341,-0.7969481557906208
"Panola County, Mississippi",Panola County,Mississippi,MS,34707,2618,7016,22328,4947,8540,5633,2188,1020,26948,4298,5267,3051,4496,3569,3298,1450,405,1114,17161,16875,76,68,0,222,305,34213,36.5,35.0,37.9,12839,3,9344,386,18,4.207,0.115,2,2,34707.0,2618.0,7016.0,22328.0,4947.0,8540.0,5633.0,2188.0,1020.0,26948.0,4298.0,5267.0,3051.0,4496.0,3569.0,3298.0,1450.0,405.0,1114.0,17161.0,13646.5,76.0,68.0,0.0,222.0,305.0,34213.0,36.5,35.0,37.9,12839.0,3.0,9344.0,386.0,18.0,4.207,0.115,23.418124643680787,21.062159288314106,25.21757663994353,22.138148042092574,14.700126787657743,9.982546665662058,21.86342008245453,21.211156315599762,17.39942528609778,17.19651905738423,16.571439755413596,14.808110706384454,14.006873601596046,11.008302834771401,9.041960388958486,21.558781285876936,7.795196385329926,25.61015241622989,58.905036730931265,28.69849628683471,125.4774852797193,18.701898629843484,0.4856719448739987,0.17039822148142808,0.12013934332725533,0.5690356659427661,0.19340086410447527,-0.020886817075530407,-0.02396011156468066,0.12975632457914518,0.30319390894507886,0.20023215291809968,0.22460891414047596,0.1935746309250865,0.21596767175630552,0.1257652557672833,-0.13936628909558454,-0.26286983189883073,0.22306495488515227,-0.7948536687879887,-0.8396939759766908,-0.7730025486956403,0.1313978152764514,1.2053636253116902
"Pearl River County, Mississippi",Pearl River County,Mississippi,MS,55834,3713,9765,37230,5881,11186,14595,3954,1614,44637,7770,8019,4757,6901,4107,5055,3400,1009,3619,46924,6872,312,228,34,493,971,54198,38.9,38.0,39.8,20816,3,13732,146,4,4.012,0.573,2,3,55834.0,3713.0,9765.0,37230.0,5881.0,11186.0,14595.0,3954.0,1614.0,44637.0,7770.0,8019.0,4757.0,6901.0,4107.0,5055.0,3400.0,1009.0,3619.0,46924.0,6872.0,312.0,228.0,34.0,493.0,971.0,54198.0,38.9,38.0,39.8,20816.0,3.0,13732.0,146.0,4.0,4.012,0.573,25.497169615457736,23.08241925954671,26.379321232590364,23.484927007841502,17.389468879654974,10.977982707529558,23.91910810204605,24.451608012616212,18.962148073358062,19.013455084319958,18.086556088480055,15.229258568038135,15.212046968879397,12.949029423596567,11.041506680777863,26.046882969602986,10.014215535015353,27.94356738390901,63.584090111438954,31.079734911738367,134.61364137700613,20.420679733287585,0.4856719448739987,0.5890246921742422,0.5663877282947928,0.7387102830595161,0.4399980115444373,0.7980722904801589,0.4270776353995832,0.566501224282119,0.8266542210209707,0.5696074894822408,0.6280129082070149,0.5720241274096503,0.33651014986408334,0.4867428003631313,0.5398066080810455,0.6074918657939494,0.6284334501037765,-0.31032120767927673,-0.23082745451534395,-0.39391201230593725,0.5577569234791325,1.2053636253116902
"Perry County, Mississippi",Perry County,Mississippi,MS,12250,930,2418,8225,1584,3172,2600,637,232,9723,1567,2207,1365,1457,986,937,491,181,532,9575,2451,36,22,3,41,122,12131,38.7,37.2,39.8,4674,3,3114,224,32,4.49,0.245,2,2,12250.0,930.0,2418.0,8225.0,1584.0,3172.0,2600.0,637.0,232.0,9723.0,1567.0,2207.0,1365.0,1457.0,986.0,937.0,491.0,181.0,532.0,9575.0,2451.0,36.0,22.0,3.0,41.0,122.0,12131.0,38.7,37.2,39.8,4674.0,3.0,3114.0,224.0,32.0,4.49,0.245,19.31380286322699,17.493165519954932,18.585511006139757,17.706908693383102,12.720871307889968,8.026120721977534,18.112706797696745,16.486797274485763,14.461513814716094,14.237384273907914,13.012334046392127,11.295011814276943,10.807189766818539,8.783834337205924,7.868769288734582,19.241533048149904,6.217865822473662,20.913219770003625,63.192090879232495,30.44595894396171,134.61364137700613,15.440415242746775,0.4856719448739987,-0.6560282218438953,-0.6682036064752752,-0.3995879060809491,-0.617965374013014,-0.6236101768737426,-0.9104278630099903,-0.667108219920976,-0.4599757628315595,-0.4941917381162073,-0.43239098730833564,-0.6954275757823172,-0.7895643155830074,-0.8326147130537951,-0.917836952026144,-0.7735359774572033,-0.592901577136254,-0.35091410912489185,-0.39287965913283984,-0.39391201230593725,-0.6776424665569921,1.2053636253116902
"Pike County, Mississippi",Pike County,Mississippi,MS,40404,3118,8013,25292,4882,8759,7617,2563,1471,30773,6009,6877,3299,4664,3416,3056,1732,437,1283,18745,20813,116,232,9,183,306,39915,36.9,34.7,38.6,15370,3,10971,55,3,6.138,0.272,2,2,40404.0,3118.0,8013.0,25292.0,4882.0,8759.0,7617.0,2563.0,1471.0,30773.0,6009.0,6877.0,3299.0,4664.0,3416.0,3056.0,1732.0,437.0,1283.0,18745.0,13646.5,116.0,232.0,9.0,183.0,306.0,39915.0,36.9,34.7,38.6,15370.0,3.0,10971.0,55.0,3.0,6.138,0.272,24.067975487226484,21.542028641052674,25.130549488009414,22.261809712308736,15.521139216955197,10.244912902103513,22.39065188645977,22.99874314072619,18.37957966335085,17.506306370822177,16.697472286120956,14.678291952895655,13.79848055456182,11.398565082600586,9.273111061751306,21.926893609214602,7.801102660721862,26.373893458165472,59.68105124634459,28.45966853631954,128.8211019191669,19.32922226564718,0.4856719448739987,0.3012490538603774,0.22613605994009375,0.5563252141131261,0.21604349210691748,0.22912808745832677,0.0949195262893391,0.24177030684005368,0.5919594406778862,0.4319078256184348,0.29338923314971066,0.22505534745220698,0.17881047430798805,0.06334667560994754,-0.0027908729380387537,-0.16225466093835733,0.3557445516111751,-0.7144946319418426,-0.9007606075035894,-0.6342643953812346,0.28701108410968384,1.2053636253116902
"Pontotoc County, Mississippi",Pontotoc County,Mississippi,MS,29957,1527,4062,20055,4811,6194,6070,2107,873,24160,3083,4206,3222,3813,3677,3149,1604,510,896,23984,4131,67,56,12,1300,407,28108,36.4,35.0,37.7,11172,3,8080,248,11,3.1039999999999996,0.1,2,2,29957.0,1527.0,4062.0,20055.0,4811.0,6194.0,6070.0,2107.0,873.0,24160.0,3083.0,4206.0,3222.0,3813.0,3677.0,3149.0,1604.0,510.0,896.0,23984.0,4131.0,67.0,56.0,12.0,1300.0,407.0,28108.0,36.4,35.0,37.7,11172.0,3.0,8080.0,248.0,11.0,3.1039999999999996,0.1,22.801690575831557,20.65519568739799,25.034452306947745,20.616197062148824,14.900803541801057,9.920379830009374,21.43660165922656,19.551135866125737,16.602632230701012,17.4122514854952,16.01364022844549,14.896873057420024,13.880218700373707,11.229053799405806,8.689986244367207,22.97992914856196,8.323492141326945,24.661935478574538,58.71127673636732,28.69849628683471,124.52700232442334,18.227023184561272,0.4856719448739987,0.04627602992634151,0.030246531394448092,0.5422900703252054,-0.08527052870932518,0.040223316874862754,-0.05212825930030053,0.03907584793701203,0.035035360760546475,0.011896956548987113,0.2725067607676962,0.0542460886123237,0.2413735558429225,0.08782915752995757,-0.062112711456889555,-0.4160769945855664,0.05833760099298319,-0.8149181988105749,-0.8396939759766908,-0.8124413552917122,0.013600690935155252,1.2053636253116902
"Prentiss County, Mississippi",Prentiss County,Mississippi,MS,25276,2090,5204,16919,3683,5629,5523,1224,860,20502,3181,3902,3218,3619,2559,2055,982,311,675,21312,3488,44,33,3,135,261,24969,38.5,36.2,40.6,9812,2,5885,93,3,2.7689999999999997,0.11900000000000001,2,2,25276.0,2090.0,5204.0,16919.0,3683.0,5629.0,5523.0,1224.0,860.0,20502.0,3181.0,3902.0,3218.0,3619.0,2559.0,2055.0,982.0,311.0,675.0,21312.0,3488.0,44.0,33.0,3.0,135.0,261.0,24969.0,38.5,36.2,40.6,9812.0,2.0,5885.0,93.0,3.0,2.7689999999999997,0.11900000000000001,22.10545171194971,20.022489764009435,23.33553956799404,20.17923185042397,14.647443599460994,9.042010246851452,20.806634798032032,19.70290958978936,16.342798304346285,17.407314789401017,15.839655330586247,13.841149405937065,12.74480238249946,10.177940313506822,8.24011814530429,22.470536701419476,7.516385454235655,24.10418957356765,62.80046411083234,29.65250481955196,138.51732467760502,17.791532373077832,0.4002283303947797,-0.09391527055183926,-0.10950973784414497,0.29416120420327796,-0.1652794815384384,-0.036929914350952185,-0.4501225262611736,-0.09476489588523063,0.05955278246043774,-0.04951908267465672,0.27141069415205143,0.010787711487258286,-0.060799520964472074,-0.25225452308123336,-0.42995833978498776,-0.6118953980104536,-0.038555845461536974,-0.3914684406312341,-0.5957604824220509,-0.2319347671098936,-0.0944267208408319,-0.7969481557906208
"Quitman County, Mississippi",Quitman County,Mississippi,MS,8223,1082,2856,4999,1542,1549,1319,369,220,6014,1279,1383,905,858,586,551,182,64,206,2381,5724,19,11,1,22,65,8168,37.3,34.7,39.4,3058,3,2153,70,3,6.324,0.0,2,0,8223.0,1082.0,2856.0,4999.0,1542.0,1549.0,1319.0,369.0,220.0,6014.0,1279.0,1383.0,905.0,858.0,586.0,551.0,182.0,64.0,206.0,2381.0,5724.0,19.0,11.0,1.0,22.0,65.0,8168.0,37.3,34.7,39.4,3058.0,3.0,2153.0,70.0,3.0,6.324,0.0,17.892510726804375,15.884065127106968,18.448344086128838,14.946505748485643,11.121511906223601,7.209412373728205,16.515517523858332,15.643805768159108,13.033824936577798,12.875246636483398,11.532074934428072,10.036298442706476,9.60075811771296,6.959094751009981,6.448410319598964,14.449037405837332,5.217253243971993,19.307827756745112,60.45861468087437,28.45966853631954,132.67434834647435,14.194421076021083,0.4856719448739987,-0.9422127531893206,-1.0236323442534785,-0.4196213495600458,-1.1233990860832426,-1.1106474906268486,-1.2804830728155394,-1.0064419430157068,-0.5961520241180231,-0.8316495803965736,-0.7348186761533465,-1.065170349563709,-1.14983785096491,-1.1939691424157088,-1.5564192636642877,-1.3917892525965392,-0.8717955388467511,-0.6339751990645928,-0.9007606075035894,-0.474379949514172,-0.9867225237477572,1.2053636253116902
"Rankin County, Mississippi",Rankin County,Mississippi,MS,141617,4403,11316,101973,10505,26745,34975,19423,10325,119944,16450,16430,9199,16020,14870,16727,11746,4937,13565,109523,26634,260,1582,92,2011,1515,137822,36.2,35.1,37.2,52836,3,35534,52,0,3.9760000000000004,0.071,2,1,141617.0,4403.0,11316.0,101973.0,10505.0,26745.0,32031.75,14823.0,8459.125,119944.0,16089.5,16430.0,9199.0,16020.0,14870.0,15660.25,10333.0,4120.25,11040.0,109523.0,13646.5,260.0,1568.0,92.0,2011.0,1515.0,137822.0,36.2,35.1,37.2,52836.0,3.0,34798.25,52.0,0.0,3.9760000000000004,0.071,29.984068985053295,27.492113428997115,30.61810236718701,28.29551317151759,19.840587853980374,13.344409105109914,28.37272655564644,28.98704518989858,21.86647923038254,21.97880445722572,21.35634607776251,19.478268095014627,18.73118731612222,15.760823280724251,13.09128323679419,30.37465222115526,10.939630078195332,33.210302868182595,58.32405063701363,28.77807627233295,122.1602648426653,24.056481865057272,0.4856719448739987,1.4924851141208628,1.540430143300125,1.3577909059490845,1.320823191953309,1.5444876363373243,1.499318930499762,1.512702752089594,1.5593055863867105,1.2560941186945909,1.2863925996760348,1.3887603397041373,1.55267716511177,1.5408074487542736,1.523816509942033,1.4997177724829795,1.5433879985002912,-0.8550168255343017,-0.8193459149123709,-0.9106454327942534,1.459650335849398,1.2053636253116902
"Scott County, Mississippi",Scott County,Mississippi,MS,28264,1862,5102,18442,4767,6693,4647,1600,735,22070,3610,4766,2591,3873,2359,2202,1115,407,1147,15051,10585,87,51,61,2031,398,25251,34.9,33.3,36.7,10248,3,7634,563,10,24.625,0.425,4,3,28264.0,1862.0,5102.0,18442.0,4767.0,6693.0,4647.0,1600.0,735.0,22070.0,3610.0,4766.0,2591.0,3873.0,2359.0,2202.0,1115.0,407.0,1147.0,15051.0,10585.0,87.0,51.0,61.0,2031.0,398.0,25251.0,34.9,33.3,36.7,10248.0,3.0,7634.0,563.0,10.0,11.0055,0.425,22.561468051183347,20.34140765782367,24.97434376429841,20.975562606653764,14.191110472639679,9.471343872229303,21.087702172803727,20.32610120622958,17.0420680163055,16.56191280414341,16.065919818731736,13.61105596564287,12.92452254593918,10.444782734749186,9.089549386664379,21.02044535411301,8.28198057885199,24.15665508690409,55.81674886075367,27.34336516752556,119.80713874422187,17.936572149180662,0.4856719448739987,-0.002094019322014474,-0.03906504405306812,0.5335111235377403,-0.019470185507612786,-0.1758925890518642,-0.2555890123619443,-0.035050220684256124,0.16022272249541214,0.11576486103545991,0.0837108894319795,0.06730461368294056,-0.12665770526225753,-0.19842414060350494,-0.33657468576161836,-0.24215531230793358,-0.029441364545516997,-1.1146567572894008,-1.1861917868675116,-1.0082847271925222,-0.058448300162825796,1.2053636253116902
"Sharkey County, Mississippi",Sharkey County,Mississippi,MS,4916,583,1527,3138,774,794,896,486,188,3705,712,830,414,595,434,398,104,85,133,1370,3490,3,11,0,20,22,4877,39.5,37.6,41.1,1834,3,1256,696,12,1.831,0.0,1,0,4916.0,583.0,1527.0,3138.0,774.0,794.0,896.0,486.0,188.0,3705.0,712.0,830.0,414.0,595.0,434.0,398.0,104.0,85.0,133.0,1370.0,3490.0,3.0,11.0,0.0,20.0,22.0,4877.0,39.5,37.6,41.1,1834.0,3.0,1256.0,651.0,12.0,1.831,0.0,16.16995701335812,14.473270615615052,15.195435809050679,12.666641935545998,10.263987451940322,7.617765570800387,15.006070449211219,13.392310812110889,11.58408143286897,10.533017081270144,10.573892265705194,9.34862891478087,8.900165765853938,6.01227305186642,5.824307018798923,12.799508781474996,3.640635706083855,17.35474447831044,64.76230702848433,30.76295517349122,140.9739835532191,12.781905046270255,0.4856719448739987,-1.289057863048816,-1.3352579673113973,-0.8947136976738886,-1.540845398448148,-1.3717810458843984,-1.0954559106208164,-1.3271342391914163,-0.9598569524820006,-1.1743203976263825,-1.2548506110075632,-1.30450758103853,-1.3466651331690007,-1.4038128991747651,-1.8877671414229527,-1.6634486838596887,-1.2110915665923803,-0.18831269524936026,-0.3118258791498256,-0.1299995417299726,-1.3371098264472023,1.2053636253116902
"Simpson County, Mississippi",Simpson County,Mississippi,MS,27503,2004,5210,18162,3764,6401,5588,1551,858,21636,3511,4568,2704,3729,2155,2288,1142,233,1306,17260,9666,49,78,35,191,224,27116,37.9,35.8,39.5,10330,3,7251,9,0,4.581,0.036000000000000004,2,1,27503.0,2004.0,5210.0,18162.0,3764.0,6401.0,5588.0,1551.0,858.0,21636.0,3511.0,4568.0,2704.0,3729.0,2155.0,2288.0,1142.0,233.0,1306.0,17260.0,9666.0,49.0,78.0,35.0,191.0,224.0,27116.0,37.9,35.8,39.5,10330.0,3.0,7251.0,9.0,0.0,4.581,0.036000000000000004,22.449424521090013,20.284531538169155,23.470140125948255,20.768071421098185,14.678685720553277,9.421108376956843,21.011682916392427,20.187796969279233,16.891971777084233,16.72597220528158,15.93925637527032,13.358230601244657,13.024851059782302,10.495454654832077,9.30234995674617,21.58262135797206,7.247115893365577,24.491643177036508,61.62783444577855,29.334730984197503,133.15838318645717,17.963249116283485,0.4856719448739987,-0.024654564285526155,-0.05162821755571499,0.31381982648491846,-0.05746211720405742,-0.027416056041880795,-0.2783510017337741,-0.0512010286864573,0.13788115230564385,0.0802871363031252,0.12013606714994136,0.03566630621122568,-0.19902230384621925,-0.16837340967698436,-0.31884163930037873,-0.14952756660175415,0.02875386429035641,-0.5128983734344262,-0.6770130909259668,-0.4542956793718432,-0.051830838590365746,1.2053636253116902
"Smith County, Mississippi",Smith County,Mississippi,MS,16491,745,1959,10803,2142,4570,2899,774,418,12866,1789,2501,1555,2315,1449,1196,1025,338,698,12503,3776,19,13,2,87,91,16293,39.1,38.1,39.9,6221,3,4261,126,1,11.036,0.667,3,3,16491.0,745.0,1959.0,10803.0,2142.0,4570.0,2899.0,774.0,418.0,12866.0,1789.0,2501.0,1555.0,2315.0,1449.0,1196.0,1025.0,338.0,698.0,12503.0,3776.0,19.0,13.0,2.0,87.0,91.0,16293.0,39.1,38.1,39.9,6221.0,3.0,4261.0,126.0,1.0,11.0055,0.667,20.425941433189124,18.42070955278662,20.183346055991723,19.252040569375954,12.989113409406606,8.32462052844549,19.092619043179468,17.055153273162567,14.860747427552683,14.689676822558175,14.40416681375421,12.284033905547634,11.389119697217161,10.267569985140645,8.292877700912417,20.27673086713263,5.74388411330586,22.174920266012627,63.97646024396599,31.158896304812767,135.09977614442616,16.319970613996837,0.4856719448739987,-0.4320933619516242,-0.4633215454874123,-0.1662215947459646,-0.3350495261058479,-0.5419250269180582,-0.7751758985281816,-0.4589191993632218,-0.3681639303294765,-0.3998262810361528,-0.3319710397113012,-0.3477721525628825,-0.5064828027932254,-0.6583131203496317,-0.398591714466898,-0.5889302400761387,-0.373714832143156,-0.2696898981988434,-0.2105864246869307,-0.37374060895243394,-0.45946084764716416,1.2053636253116902
