Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Hispanic or Latino_iqr,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Income over 75000,Citizen No Income,Citizen Income 1-9999,Pacific Islander Race,Native American Race,Citizen Graduate or Professional Degree,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 35000-49999,Death Rate Categories
31137,25415,30522,19983,11677,235,7666,30522.0,7596,5860,2532,1325,2972,5363,169,105,1524,2471,3904,3081,0
52274,43019,47569,29223,16004,5984,12537,47569.0,8497,10404,4860,2289,4707,10032,1198,1346,2681,2781,6780,4950,1
4979,3962,4943,3438,2132,9,1160,4943.0,1442,1025,434,172,262,923,7,24,189,348,675,536,0
10167,8416,10069,7247,4091,108,2378,10069.0,3536,1971,602,492,796,1517,22,20,356,782,1352,1286,0
25414,20392,25001,17130,9342,1490,5879,25001.0,6150,6062,1551,982,4060,3681,73,106,954,2413,2808,2460,0
23494,18569,23079,15756,8957,280,5867,23079.0,7362,4264,1627,1764,2023,2974,59,61,643,1860,2662,2428,0
6696,5306,6632,4628,2778,45,1532,6632.0,1879,1224,322,201,584,1094,16,12,130,1073,1038,652,0
14100,11126,13958,9629,5637,49,3307,13958.0,3827,2599,722,350,1221,2471,31,47,426,2055,2263,961,0
360485,308447,350502,258840,134274,14960,92860,140466.75,65529,82956,62970,53350,28622,43332,3323,7850,33108,14277,35451,45298,2
9805,7973,9635,6996,4161,53,1960,9635.0,2872,1849,571,412,769,1930,31,12,383,1321,1341,830,0
18145,14723,17996,12563,7040,118,4221,17996.0,5254,3757,1218,1170,1483,2510,29,49,736,1598,2482,2084,1
65359,54571,64581,46373,23981,2775,14408,64581.0,17307,15108,3715,2973,7535,11607,126,244,2434,7809,9126,5870,1
998954,817367,973930,688617,404765,233029,234174,140466.75,147022,199920,171204,130904,88274,120750,8515,34597,123633,46838,107193,105225,3
23370,18572,21445,15142,8883,1235,5396,21445.0,6038,3857,1744,989,2126,3415,1081,124,1089,2414,3264,2098,2
4431,3472,4402,2915,1796,1,1140,4402.0,1264,899,223,135,437,674,8,10,184,345,647,400,0
4843,3724,4810,3112,1880,3,1362,4810.0,1265,813,289,245,516,590,18,11,104,641,698,534,2
39191,31136,38486,26329,15538,4468,9850,38486.0,11234,7157,2155,1735,3893,5670,255,133,1435,4348,5200,3789,2
8441,6770,8302,5822,3448,17,1971,8302.0,2579,1361,556,284,931,1534,37,15,273,1053,1132,610,0
6373,4892,6302,4188,2581,32,1597,6302.0,1874,1276,475,303,449,839,21,13,184,379,908,581,0
29968,24358,29612,20643,12255,275,6831,29612.0,8308,5579,1919,1017,2685,4940,77,51,999,3838,4346,2981,2
32202,27271,31649,24153,13690,53,6032,31649.0,8643,7880,3099,1835,2512,5000,126,96,1348,3183,5359,3196,0
6714,5123,5466,4433,2740,34,1625,5466.0,2201,1018,276,233,657,835,582,8,197,741,927,708,0
51675,44808,49181,37285,20755,449,11427,49181.0,13333,13175,4460,2140,4675,9089,929,337,2161,4156,8638,5049,1
26008,20738,25583,17866,10057,876,5721,25583.0,7341,4894,1718,814,3934,4220,56,81,745,3168,3257,1658,0
21159,16637,20823,13820,8396,102,5263,20823.0,5795,4100,1428,957,1833,3133,86,104,967,1530,3266,1964,0
32513,26805,31556,23096,12339,621,8126,31556.0,8424,7558,2810,2446,3320,3644,352,136,1500,2804,4223,3787,0
25195,20187,24940,17250,9355,557,6063,24940.0,6919,4818,1003,803,3111,4362,37,48,537,3973,3365,2200,1
13521,11048,13381,9617,5717,38,2806,13381.0,3484,2602,832,447,1505,2343,40,32,329,2370,2053,1219,0
36202,29083,35590,24355,13062,326,10039,35590.0,9731,7562,2439,1642,4713,5117,136,74,1390,3233,4472,3345,0
2171,1711,2148,1490,944,12,444,2148.0,644,379,185,80,102,353,13,6,99,183,368,260,0
18815,14571,18577,12401,7499,88,4872,18577.0,5427,3084,866,613,2159,3118,30,54,595,2429,3206,1293,0
319294,261344,308164,220141,142057,157160,67539,140466.75,51142,62393,41639,22837,31996,51034,4102,9291,33469,31498,38883,31876,0
9246,8030,8908,6378,4014,23,1860,8908.0,2016,1918,1420,635,517,1938,107,36,682,342,1229,980,0
12865,9472,12355,7572,4004,31,4268,12355.0,2664,2677,888,580,2193,1518,126,59,442,901,1312,1093,2
6491,4964,6376,4025,2357,7,1949,6376.0,1159,1577,666,235,713,1321,12,6,166,457,744,514,0
5612,4838,5486,4210,2347,15,1262,5486.0,1564,1212,866,573,382,859,18,9,337,231,583,676,0
10078,8939,9890,7986,4571,33,1986,9890.0,2229,2779,1680,1172,695,1520,42,22,807,491,1415,1131,0
1160,1095,1152,973,532,1,203,1152.0,361,364,136,127,106,190,3,1,26,86,132,129,0
81327,66167,78616,55331,33809,1010,18630,78616.0,17235,18505,10120,5497,5767,10771,526,684,4994,4477,11121,9148,1
5813,4672,5719,3896,2294,3,1551,5719.0,1267,1378,763,310,635,885,16,21,233,255,814,530,0
11699,9778,11436,8329,5031,34,2657,11436.0,2352,3454,1351,915,591,1570,64,37,511,661,1619,1344,0
1751,1471,1724,1293,798,3,368,1724.0,501,419,244,171,99,178,2,4,54,75,241,126,0
8966,7552,8788,6456,3749,27,1869,8788.0,2324,2376,941,703,515,1077,27,27,337,478,1214,1049,0
9298,8034,9027,6812,4018,38,1758,9027.0,2534,2397,768,526,716,1770,48,29,394,719,1247,1082,0
2890,2248,2856,1961,1233,2,679,2856.0,717,849,212,336,146,353,5,17,100,83,260,301,0
11586,9404,11415,8301,5099,25,2340,11415.0,2727,2616,1832,835,700,1770,22,27,615,511,1727,1170,0
90928,78328,88858,67650,37504,201,21254,88858.0,19676,24422,13384,7310,7419,12722,384,531,6307,3861,13390,10223,1
89513,83254,87043,63818,36550,289,18733,87043.0,12056,18591,20309,10435,5868,15663,606,1027,10847,2015,12087,10956,1
1206,907,1203,754,532,3,279,1203.0,311,266,106,71,64,155,2,1,26,45,211,121,0
13399,10001,13158,7946,4361,17,4236,13158.0,3216,2380,1078,636,1588,3088,23,26,383,889,1241,787,0
884,625,853,574,363,0,192,853.0,261,156,97,50,61,120,19,6,21,39,89,88,0
3079,2734,3035,2404,1417,3,524,3035.0,787,769,373,242,289,534,6,3,227,248,521,274,0
16096,12643,15723,10249,6275,50,4310,15723.0,3101,3702,1858,779,1296,2855,45,67,571,1017,1744,1607,0
11406,9748,11182,8435,4512,16,2631,11182.0,2382,2843,1963,1276,951,1549,42,40,810,437,1391,1286,0
2072,1714,2048,1533,924,1,427,2048.0,560,482,363,128,130,326,2,2,71,57,215,277,0
28746,23548,27748,20121,11432,98,7281,27748.0,5882,7173,3318,1838,2609,4983,152,115,1913,1835,3724,2938,0
63395,54386,61813,46485,26694,217,14376,61813.0,11513,15315,11201,5811,3738,8082,288,354,6242,2214,7818,8425,0
2339,1925,2331,1656,822,2,514,2331.0,400,567,208,183,143,332,5,3,62,419,353,179,0
19687,16485,19225,14579,8843,23,3896,19225.0,5120,4722,2213,797,2167,3394,71,60,757,1767,2725,1927,1
1734,1371,1721,1233,774,4,363,1721.0,519,425,196,128,98,233,1,2,18,75,164,207,0
7691,6885,7505,6225,3560,15,1364,7505.0,1914,2040,1276,699,432,1173,63,26,613,382,1329,783,2
1891,1557,1863,1390,806,2,365,1863.0,585,424,212,97,66,358,2,6,61,108,325,180,0
4223,3560,4143,3089,1911,11,758,4143.0,1192,1008,295,139,220,702,10,30,175,419,644,436,0
109299,95761,106438,75530,45926,445,21828,106438.0,16127,23516,19658,9474,6937,18482,478,1236,12496,3733,17184,11120,1
4538,3965,4420,3446,2046,10,934,4420.0,1466,1138,303,334,540,799,10,10,213,326,524,475,0
15636,13516,15311,12028,7310,21,3086,15311.0,3816,3598,2771,1150,1014,2127,80,52,1326,517,2102,2313,0
494,399,489,368,225,0,113,489.0,176,92,68,40,31,42,0,0,25,7,54,46,0
4253,3349,4172,2849,1819,1,984,4172.0,996,1048,394,204,422,681,17,10,122,289,580,429,0
6153,4829,6066,4113,2285,7,1536,6066.0,1416,1386,680,325,462,947,11,13,228,403,704,583,0
1743,1412,1719,1226,755,1,363,1719.0,374,478,260,154,96,180,20,3,54,60,217,182,0
7027,6055,6910,5290,2466,69,1219,6910.0,2029,1716,582,335,703,1481,30,33,380,583,799,670,0
1179,1063,1163,962,551,0,209,1163.0,414,310,164,69,59,186,2,6,33,41,205,141,0
40212,34750,39017,30399,16933,79,8824,39017.0,9593,10015,5102,2594,3304,7191,237,208,2940,2749,5564,4524,0
9746,8985,9449,7551,4167,13,2283,9449.0,2871,2659,1085,1323,680,1429,82,24,400,536,1209,1224,0
10425,8100,10293,6443,3553,13,3311,10293.0,2252,2118,718,545,1736,1630,21,45,278,1077,898,731,0
9233,7103,8920,5846,3395,25,2732,8920.0,1920,2102,859,727,1113,1259,42,42,238,727,822,719,0
11413,9773,11180,8687,5121,17,2354,11180.0,3669,2565,1137,564,1054,2360,44,34,369,947,1852,895,0
3384,2931,3333,2581,1587,7,658,3333.0,836,996,415,349,183,523,11,14,123,211,411,433,0
34200,28652,32947,23241,14932,111,7184,32947.0,7755,7471,4123,2443,2158,5930,233,165,1903,1989,4515,3538,0
9117,7700,8903,6714,3796,9,2094,8903.0,2515,2208,1204,1134,771,1207,38,29,473,314,1175,932,0
3651,2993,3600,2657,1590,4,840,3600.0,975,846,528,314,306,391,23,24,148,160,550,413,0
6073,4857,5997,4177,2450,3,1414,5997.0,1356,1540,689,463,420,795,13,8,301,291,816,569,0
5324,4217,5195,3620,2015,29,1103,5195.0,1313,1207,396,340,523,929,31,23,141,563,661,543,4
718,679,693,576,335,0,134,693.0,205,201,102,40,90,130,14,3,31,37,115,89,0
7369,6192,7278,5325,3198,17,1707,7278.0,2063,1828,833,568,359,1082,24,37,288,313,1150,747,0
2168,1643,2136,1384,887,7,513,2136.0,453,340,198,68,109,400,9,12,49,344,260,248,0
1017,915,1004,811,457,0,217,1004.0,248,251,159,81,73,138,3,5,25,128,154,156,0
147972,125309,141017,106431,60672,935,35040,140466.75,32360,34409,22324,14190,10328,19017,1763,939,9833,7505,19625,17380,1
31364,25311,28820,20397,12466,248,7517,28820.0,6048,7504,2989,1985,1611,5327,1286,441,1809,2047,4074,3327,2
6685,5199,6507,4480,2841,19,1574,6507.0,1463,1771,614,399,324,1021,77,20,221,411,967,827,0
460,307,441,264,187,0,125,441.0,79,93,60,11,23,54,14,1,19,13,50,55,0
690,591,664,517,293,0,154,664.0,169,236,62,50,47,119,22,0,28,22,99,88,0
478,413,478,356,196,1,117,478.0,133,133,51,49,26,68,0,0,35,4,66,73,0
5505,4325,5440,3709,2336,23,1304,5440.0,1328,1417,533,396,355,608,18,11,202,229,676,603,0
11308,8831,10151,7514,4738,52,2849,10151.0,2601,2984,963,913,849,1450,379,34,344,622,1083,1330,0
2099,1674,2066,1516,942,1,451,2066.0,586,536,247,111,99,343,12,17,59,88,334,272,0
3145,2524,3116,2302,1449,2,681,3116.0,935,772,287,182,133,434,13,7,131,177,417,369,0
46102,39244,42670,29817,18037,383,11069,42670.0,7566,10392,6777,3714,2074,7811,1612,596,3241,1841,5753,5318,1
6858,5340,6732,4673,2906,26,1544,6732.0,1733,1621,660,393,430,899,35,17,232,427,869,843,0
8395,6547,8200,5572,3391,24,2080,8200.0,2158,1931,793,518,497,1127,84,27,247,443,830,1176,0
25241,20376,24633,17389,9698,87,6393,24633.0,5423,6475,3177,2700,1553,2801,150,85,1480,834,2391,3446,0
8852,6776,8739,5785,3539,7,2250,8739.0,2169,2168,769,636,335,1150,52,7,298,381,941,1114,0
3966,3091,3524,2697,1681,5,944,3524.0,686,1192,405,265,252,457,262,4,119,295,482,444,0
5713,4685,5618,4142,2530,13,1265,5618.0,1394,1593,593,385,200,729,23,20,238,324,833,667,0
9998,8058,9388,6914,4298,19,2394,9388.0,1892,2856,1422,1070,472,1207,219,158,394,350,1102,1311,0
6542,5009,6040,4298,2649,22,1650,6040.0,1474,1633,559,403,423,749,301,10,207,425,832,840,0
10515,7894,6200,6504,3618,89,3063,6200.0,2044,1651,604,466,1008,1051,2431,28,335,1870,1207,1077,3
9139,7235,8385,6111,3756,13,2282,8385.0,2166,1858,958,600,450,1144,456,18,339,790,1125,1183,0
10939,8744,10723,7549,4714,28,2586,10723.0,2436,2910,1100,839,601,1561,90,15,537,566,1321,1240,2
21006,15612,13587,12588,7218,660,6318,13587.0,4405,3257,1048,970,1861,2390,3812,631,538,3340,2663,2195,4
9182,7634,8876,5404,3684,134,1766,8876.0,1426,1719,1152,628,610,2197,104,95,845,262,1147,922,0
24326,18436,16580,15275,8899,744,6949,16580.0,4979,4278,1687,1307,1739,3041,3708,140,728,3603,3122,2628,2
1941,1582,1866,1365,867,1,408,1866.0,450,533,166,149,76,284,19,5,81,135,348,217,0
6000,4586,5378,3885,2370,18,1537,5378.0,1463,1241,503,303,402,619,338,10,229,449,717,705,2
36691,29277,33002,24593,14990,205,8768,33002.0,8801,8464,3076,2285,2218,5107,2183,191,1601,2651,4682,4494,2
517110,429902,459306,356837,202411,60071,134719,140466.75,76956,107819,88266,56731,44625,64371,29645,13755,47116,36680,57683,62012,2
2008,1566,1891,1363,897,7,446,1891.0,347,533,209,121,130,193,44,2,79,195,240,207,0
5890,4707,5712,4053,2483,36,1404,5712.0,1532,1422,571,487,364,783,66,9,206,322,675,688,2
3225,2552,3192,2243,1406,2,696,3192.0,766,851,338,190,142,446,13,3,110,178,422,388,0
2756,2199,2721,1789,1168,0,594,2721.0,594,777,223,134,170,426,11,4,126,69,332,320,0
4959,3941,4827,3395,2185,10,1156,4827.0,1163,1241,506,205,261,725,59,10,113,372,721,606,2
22311,17684,21926,15359,9422,72,5125,21926.0,5215,5464,2244,1441,1235,2507,133,86,879,1557,3020,2718,2
2057,1622,1977,1509,961,4,382,1977.0,450,615,263,152,127,254,25,0,102,79,278,255,0
2049,1654,2034,1409,935,3,431,2034.0,485,594,197,113,73,297,5,2,78,55,304,253,0
2044,1717,1995,1484,849,8,458,1995.0,504,538,279,159,65,275,20,4,78,85,283,270,0
614,553,607,483,277,0,115,607.0,182,176,89,45,31,131,3,1,22,14,96,62,0
2538,1963,2487,1697,1069,16,597,2487.0,616,670,205,144,149,390,24,2,89,117,314,286,0
58607,47215,44954,39161,22196,1023,15977,44954.0,12203,12906,5391,3758,3978,7077,6701,607,2360,6301,8074,7157,3
9124,7378,8943,6218,3563,19,2339,8943.0,1968,2259,1120,873,479,1149,51,18,476,395,1130,1289,4
3423,2826,3378,2498,1519,1,737,3378.0,818,988,377,191,187,533,16,7,90,225,436,467,0
967,789,934,698,414,0,223,934.0,171,326,101,53,73,135,21,3,19,81,161,129,0
2908,2320,2866,2052,1301,7,621,2866.0,782,765,216,182,118,481,22,3,142,147,359,332,0
10435,8234,10130,7159,4447,16,2449,10130.0,2471,2622,1061,705,445,1227,182,18,439,566,1380,1451,0
736,603,728,540,326,0,157,728.0,174,199,88,32,40,104,0,0,50,29,84,89,0
6274,5088,6165,4425,2625,15,1543,6165.0,1748,1444,682,429,293,842,29,12,208,343,749,824,3
7547,5984,7347,5232,3348,24,1608,7347.0,2155,1802,571,402,379,1007,62,18,199,505,1177,773,0
5217,4421,4782,3745,1847,278,987,4782.0,1557,1079,451,251,693,1033,238,71,197,461,660,596,0
6489,5201,6245,4485,2681,12,1572,6245.0,1546,1668,760,504,315,795,85,11,242,269,823,852,0
8368,6776,7894,6007,3753,18,1805,7894.0,2034,2143,950,546,308,1127,139,33,374,506,1333,802,0
824,614,820,533,381,0,179,820.0,191,194,71,54,24,99,2,1,39,38,102,92,0
3821,2990,3577,2612,1673,6,857,3577.0,939,948,316,172,272,569,67,27,140,269,565,376,0
8701,6821,8546,5899,3647,8,2096,8546.0,2031,2142,886,540,399,1223,20,17,343,497,1072,911,0
285407,246524,268722,189221,113373,9920,65901,140466.75,42128,62860,45943,26383,19848,45132,6736,9961,25696,12594,33106,35788,1
36288,28487,33686,24416,15025,262,9085,33686.0,7053,10261,3630,2919,2290,4891,854,199,1788,1684,4366,3707,1
763,711,750,600,325,1,192,750.0,166,253,119,64,78,120,1,1,17,45,130,93,0
632,455,619,401,275,1,141,619.0,160,142,68,38,35,70,4,0,24,7,77,66,0
539,345,537,322,211,2,151,537.0,71,138,63,24,34,43,0,0,18,32,46,69,0
34876,27719,30372,22903,13939,444,8727,30372.0,6916,8697,3250,1983,2194,4744,2486,167,1419,2621,4214,4071,2
7845,6356,7574,5476,3151,15,1945,7574.0,1886,2246,775,378,333,1161,105,60,188,381,1018,1086,0
5042,3931,4355,3400,2085,12,1210,4355.0,1105,1211,476,283,245,744,280,18,167,441,669,664,0
3735,2910,3670,2517,1525,8,876,3670.0,925,898,256,218,220,447,19,2,205,233,604,486,0
7248,5811,7115,4572,2952,63,1566,7115.0,1528,1485,897,674,503,1239,36,31,381,281,786,685,0
4500,3605,4403,3167,2079,6,956,4403.0,1314,1029,383,178,183,611,31,9,223,218,772,486,0
15740,12742,14838,10819,6362,75,3790,14838.0,4136,3412,1691,1204,934,1849,422,68,628,952,2238,2114,0
2773,2247,2738,1983,1230,9,611,2738.0,858,613,235,186,183,418,10,8,81,196,395,321,0
2970,2331,2875,2085,1239,11,735,2875.0,586,794,340,222,154,371,53,5,138,227,339,401,0
9188,7349,8815,6274,3779,13,2258,8815.0,2007,2222,1185,651,352,1053,127,22,447,413,1110,1264,0
7266,5715,7173,4862,2911,14,1885,7173.0,1754,1735,800,541,405,878,39,12,294,279,777,957,0
32237,25717,27785,21469,12658,145,8514,27785.0,6797,7643,3184,2168,1919,3758,2213,151,1432,2413,3690,4218,1
5406,4261,5250,3633,2212,6,1318,5250.0,1183,1454,566,440,248,793,35,6,192,238,606,665,0
11055,8835,10593,7352,4663,81,2538,10593.0,2492,3049,928,699,569,1620,154,32,449,434,1609,1063,0
8363,6671,8251,5858,3718,15,1797,8251.0,2176,2048,866,540,465,1051,31,27,272,496,1053,1203,2
1526,1188,1524,1010,685,1,309,1524.0,398,357,146,125,71,185,4,3,45,64,162,183,0
14200,11379,11330,8783,5131,125,3471,11330.0,3024,3205,802,552,1246,2139,1775,225,379,1373,1747,1683,2
158840,133823,147271,111217,58102,6321,45722,140466.75,23740,38210,28689,21457,12039,17951,4426,3353,15218,5360,14974,19269,1
20780,16605,20365,14199,8040,71,5374,20365.0,4319,5138,2583,2008,889,2378,150,83,1173,986,2371,2570,2
36970,28882,29185,24349,14928,204,9152,29185.0,6959,8901,3663,2221,2327,4869,2719,218,1706,3120,5384,3728,1
16750,13727,16478,10824,6266,60,3962,16478.0,2996,4035,2031,1512,819,2876,68,72,1006,756,1725,1892,1
5469,4310,5298,3751,2380,12,1293,5298.0,1202,1235,694,347,378,807,24,18,272,348,682,580,0
3152,2514,3121,2213,1392,3,707,3121.0,843,802,280,163,198,399,4,9,124,164,481,383,0
1311,1031,1259,909,577,1,293,1259.0,294,306,204,82,87,129,32,1,38,67,255,147,0
6129,4704,5848,4043,2387,41,1684,5848.0,1363,1644,552,455,268,880,173,6,161,323,576,811,0
5228,4224,5152,3708,2296,12,1117,5152.0,1354,1292,565,399,301,624,24,16,201,296,747,590,0
647,540,635,459,291,1,148,635.0,120,178,112,45,25,103,1,2,21,28,92,76,0
6940,4927,6750,3830,2158,17,2467,6750.0,1240,1458,413,276,811,1108,16,6,200,519,770,609,2
4260,3490,4181,3059,1922,6,941,4181.0,1185,1030,473,248,154,588,52,13,149,222,596,514,0
20234,16418,19815,13730,7761,122,5092,19815.0,4020,4950,3100,2166,1442,2619,136,54,1127,533,1837,2494,1
9595,7907,9194,5381,3507,129,1862,9194.0,1396,1979,1249,756,409,2534,173,48,493,264,792,977,0
3812,2936,3679,2517,1604,18,861,3679.0,907,834,355,204,194,546,48,11,218,203,479,403,0
818,725,812,650,350,0,201,812.0,266,226,87,41,37,115,2,4,37,34,114,143,0
13665,11226,13110,9379,5564,158,3058,13110.0,2760,3419,1843,1121,705,2047,263,60,790,567,1866,1719,0
24877,19281,21868,16340,9671,395,6274,21868.0,5115,6504,2048,2020,2274,3662,1183,665,942,1731,2868,2088,1
1951269,1695346,1382625,1428870,715365,204379,488618,140466.75,411807,473916,222051,170975,266948,236860,262506,168831,110702,210394,252355,218786,2
46997,40710,41894,36100,19638,201,9485,41894.0,8949,15013,6139,5196,3901,5622,1506,725,3670,2329,5786,5620,0
48818,40373,37660,33076,17442,378,14230,37660.0,9420,12448,3848,7781,5449,5358,5022,442,1990,5370,4851,4820,1
783,920,663,818,389,0,132,663.0,365,237,110,70,96,95,52,3,27,79,223,133,0
1987,1400,1749,1265,836,2,481,1749.0,543,440,135,305,199,153,101,18,36,111,121,89,0
16528,13164,12490,10965,6289,87,4524,12490.0,3793,3672,1009,2245,1811,1974,2095,120,661,1830,1699,1418,2
5775,4469,4556,3897,2213,20,1594,4556.0,1528,1202,275,763,589,605,496,21,242,650,544,501,0
5345,4515,5013,3643,1988,121,1437,5013.0,1203,1218,510,315,832,969,116,40,282,430,476,619,0
51980,42897,44306,37297,19808,417,12928,44306.0,11787,14633,3580,3418,5894,6115,3320,725,1891,5406,6789,5843,1
4772,3695,4336,3290,2240,196,874,4336.0,1140,1237,303,173,483,627,101,53,158,452,463,649,0
43946,37329,37979,33362,18032,874,9088,37979.0,12231,12379,2766,2572,5232,6641,2273,572,1060,4926,5859,3832,1
6753,5723,5245,5137,2018,253,1322,5245.0,1812,1639,381,331,1980,851,455,87,322,983,553,457,0
4010,3507,3782,3228,1742,40,701,3782.0,1015,1303,531,400,294,453,45,66,208,171,575,347,0
421407,363082,327683,305049,163445,9814,99332,140466.75,72480,103810,57226,45204,43993,49665,40038,21790,33654,37879,53532,46355,2
10030,8157,8704,7022,3707,395,2173,8704.0,2532,2405,693,736,2052,1193,279,97,331,1061,1071,869,0
55274,45014,43497,38664,21427,1054,11815,43497.0,11131,14177,5006,3756,5071,7168,5205,1181,3334,5016,6556,6410,2
60088,51028,59364,44469,24766,279,12481,59364.0,13123,13964,8666,6582,4372,7024,140,699,5327,3389,7394,7250,1
47818,41306,47345,36574,21052,139,8917,47345.0,10928,10791,7979,5047,2366,6983,75,305,4464,2412,6119,6015,0
77117,64691,76027,52603,30204,390,15112,76027.0,16649,15095,10363,6803,4441,12106,275,921,6776,3720,9496,9194,1
33055,27838,32654,24528,14171,148,6252,32654.0,9839,7336,3033,1826,2402,4943,95,165,1444,2876,4953,3715,0
89118,77006,87518,62303,35986,828,16384,87518.0,17447,15712,12183,9885,5848,14790,366,2633,12314,4647,10980,10116,1
400721,335814,379480,283506,155466,8298,94082,140466.75,76015,80644,66236,58138,30596,46586,8276,12954,37335,23276,42308,46249,3
146445,124323,144106,104448,57069,1530,31946,140466.75,29204,31512,22026,17277,11898,18045,484,2325,14696,7010,15978,18204,2
295223,253412,289081,217737,115033,1996,67438,140466.75,55276,63258,55341,52584,20058,32173,1678,4943,33019,10843,31052,34748,2
123143,106416,120942,81763,47100,1242,25420,120942.0,22569,23841,18165,13897,7888,20996,556,3191,11009,6179,13944,15283,2
43742,36213,43249,31540,18126,185,9202,43249.0,11841,8591,5232,3741,3288,4610,117,271,2950,2926,5853,5668,1
274549,223945,228308,187294,102847,44138,63888,140466.75,61797,50065,33494,27919,27073,36551,20218,20595,16288,25650,34245,24991,3
905116,773386,759835,659670,335730,52473,204405,140466.75,157643,133407,196349,184742,116285,95345,45611,131329,119571,52700,79355,76872,4
448734,370956,419903,313495,166318,74505,104243,140466.75,90581,86923,74439,73515,44099,49294,9193,19395,40856,20696,41292,43507,3
513657,413435,440533,348322,190980,100441,125117,140466.75,106856,92875,68485,62781,50642,64342,36354,26257,39815,40291,54712,47883,3
97265,80785,91211,69911,40812,4565,18349,91211.0,23086,18502,14444,11599,6569,13421,2399,834,7443,6436,11712,9648,3
156898,124100,114441,104613,51931,31741,37705,114441.0,41019,25455,10464,9716,15307,26108,17492,1907,4549,23126,21101,13473,3
783969,640923,624852,534516,283712,320479,194918,140466.75,151827,122028,109961,98591,109098,99918,65687,35789,71957,78743,83016,65188,5
288288,237663,274576,198621,104271,29006,70261,140466.75,67125,55106,40959,44731,25674,35709,4055,7609,20597,14834,28498,26826,3
634266,561097,366413,481845,246437,83925,131162,140466.75,126237,87836,118853,96849,94066,77394,90373,84924,70614,78305,73788,54663,4
128349,105817,121627,88545,47169,3451,30217,121627.0,19230,19913,26800,30927,12906,13663,1570,4181,18121,4481,9691,9495,3
366513,307346,311195,250034,133155,74318,82982,140466.75,61587,54370,53953,58853,41703,50926,22856,32752,49772,30352,37093,29823,4
809858,685536,660883,572917,281186,78462,185457,140466.75,147854,122864,142318,133536,125105,82673,56569,173293,98366,61515,74907,71566,4
630380,516662,569441,436169,233983,46443,150299,140466.75,107712,105334,115874,124495,62310,72103,18187,31258,76020,31229,56680,49841,4
492276,410735,435794,347344,180534,15360,117695,140466.75,73245,70471,106554,115855,50897,50523,14910,44069,76125,20949,40261,39465,4
576567,472584,528784,406087,221111,18164,134919,140466.75,139381,115577,76806,72777,52336,65990,14165,10081,38473,35850,69528,55303,4
501226,408102,315549,336045,166785,64295,124613,140466.75,116225,71765,60664,55940,74312,60683,75735,25092,30103,57288,54990,40798,5
66083,52283,61576,44330,25290,9309,15510,61576.0,16840,12440,6440,7443,6243,7872,1745,557,2878,5732,7190,6227,3
323444,271958,281353,230407,117759,28943,80835,140466.75,48614,46368,66537,75188,35756,32951,13360,45650,55850,13038,26296,26789,4
149265,119678,139648,101164,54752,2677,35773,139648.0,31745,28991,23533,25923,13477,15499,1783,2642,11218,5677,14121,13222,4
536499,448233,389795,377040,188118,118313,131258,140466.75,110261,85379,77535,79179,64625,63226,45496,24839,50914,52951,59854,47895,5
108692,89191,101033,75330,41480,3818,25608,101033.0,23732,20815,15509,16405,9611,13031,1964,2673,8335,6939,11552,10805,4
662564,547574,345475,458214,266000,19652,159130,140466.75,106306,145820,84115,61923,76898,88192,105847,15525,69078,52895,78426,66169,2
3725,3166,3016,2958,1787,16,590,3016.0,1146,905,507,115,374,647,142,7,257,143,593,420,2
65645,50886,31506,41186,23691,1323,18383,31506.0,11193,13223,5149,3193,7515,10781,14399,414,2670,8951,7271,6023,1
27213,21608,17279,17996,8860,275,6834,17279.0,5942,6349,1548,1134,4107,4496,3370,149,679,3478,3106,2474,2
13750,10583,7262,9223,6011,64,2839,7262.0,3020,3262,1194,696,1000,2465,1412,49,695,1052,1752,1079,0
48376,38795,29259,30517,18015,3055,13717,29259.0,8166,11117,3952,3073,5298,7699,8344,625,2121,5161,6504,3931,0
2022,1641,1243,1371,912,3,451,1243.0,494,559,78,144,319,317,160,1,64,176,293,126,0
209233,168538,71719,128109,75532,3656,55858,71719.0,28434,37888,20740,12244,28344,36888,38685,2227,14424,26623,27211,15690,1
53829,44331,30098,36678,20411,743,14035,30098.0,13479,11699,3602,5792,5541,7175,8629,356,2338,5560,5981,5941,1
29514,23446,15262,20168,12586,255,6473,15262.0,5191,6942,3044,1790,2827,4998,2837,123,2401,2590,3620,2521,0
4687,3733,957,3418,1766,79,1021,957.0,1323,885,262,102,447,738,1004,62,185,763,888,412,0
695,453,396,437,349,2,92,396.0,153,134,88,27,14,100,71,0,17,45,97,41,0
4894,3594,2125,3115,1936,29,1262,2125.0,1041,969,294,157,502,883,536,23,154,657,613,317,0
64727,51682,31664,41617,22236,2641,19028,31664.0,13007,11874,3292,5681,10592,8249,10764,326,2172,11272,6820,5506,0
20497,16446,14387,14662,9219,96,3888,14387.0,4261,4789,2907,1359,2083,3032,1880,75,1438,1267,2944,1909,0
17950,14678,15304,12704,7663,102,4348,15304.0,1272,2857,3196,5403,1459,2178,393,1071,5119,260,966,975,0
