Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Hispanic or Latino_iqr,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Income over 75000,Citizen No Income,Citizen Income 1-9999,Pacific Islander Race,Native American Race,Citizen Graduate or Professional Degree,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 35000-49999,Death Rate Categories
25095,18836,9672,15549,9593,288,6645,9672.0,4762,3466,1342,834,2544,5668,4176,119,856,5123,2887,1409,1
71492,54771,62019,43373,21968,360,22373,62019.0,14948,12777,2572,2378,15507,13294,3522,568,2125,10951,7066,4127,5
4881,3911,928,3044,2114,32,1042,928.0,1152,1175,210,168,830,1078,1149,13,177,330,561,180,0
63797,52093,41771,42409,24464,2251,15961,41771.0,12202,15862,4319,3353,7529,11322,7352,749,3447,6579,8513,5096,2
9041,6821,5207,5761,4072,103,1968,5207.0,2317,1656,485,290,682,1914,648,88,402,901,1365,484,2
40246,31729,11543,26604,15768,204,9913,11543.0,8722,9061,3186,1733,7783,5212,11288,170,1725,3910,4186,3317,1
19846,15336,11933,11004,7299,364,5270,11933.0,2957,3093,1488,743,2364,3996,3164,175,1206,2260,2359,1360,1
131561,111188,85432,93967,47602,2800,35159,85432.0,23737,32959,16453,13303,18977,17004,15139,1922,11796,9022,14559,13382,2
130044,98749,105268,81304,44404,756,37651,105268.0,25719,30483,6752,9160,18110,18810,9501,484,5081,13269,14106,9955,4
29393,23767,6810,19478,11978,412,6462,6810.0,5506,6367,1979,703,4774,5278,7478,228,1834,3792,3851,2361,0
144170,124215,71155,108259,61963,1239,30236,71155.0,24126,27236,22812,18413,16851,15907,21730,1672,22042,12043,17084,14755,1
11988,9709,8636,8689,5917,49,1928,8636.0,2711,2924,1121,398,634,2466,1032,49,548,1385,1712,1055,0
17866,13737,9202,10962,7014,188,4270,9202.0,3717,2561,1309,556,2028,3398,1442,219,831,2544,2153,1168,2
32937,27724,14556,24305,14806,143,6782,14556.0,6462,8064,3897,1840,3096,6380,6296,219,2839,3043,4441,3184,0
16383,12909,9984,10996,6264,219,3951,9984.0,3609,3669,1299,539,2277,2737,2535,71,646,1773,2140,1025,1
4549,3450,2744,2989,1695,80,930,2744.0,1192,672,296,227,641,549,532,23,180,649,699,501,0
76569,60690,31964,50564,27500,1071,20182,31964.0,16747,16538,5302,3801,10607,12428,13046,406,2957,9020,8347,6867,1
304204,261188,289287,204833,126251,38609,60631,140466.75,50589,55932,43162,39107,26674,43585,4744,14579,39895,15255,32428,33524,2
48946,39483,48276,30331,18208,524,10576,48276.0,11464,9645,3012,2270,4836,9029,206,452,2991,3219,6261,4999,1
1385108,1148779,643695,927374,483449,505200,368196,140466.75,256066,227450,115670,72519,240151,230548,351011,49609,63879,264309,161033,114434,5
200600,164680,193822,129802,82167,9614,40559,140466.75,40700,40265,20371,14063,20008,31726,1912,7065,16037,12429,25172,20756,2
80317,63623,78972,53201,32263,1024,18801,78972.0,21015,15930,5702,3921,6661,11149,305,528,4366,6188,10495,8822,2
80026,65512,78130,55476,31445,3195,17298,78130.0,18110,18041,7518,5697,8248,9950,654,390,4935,6872,10301,9102,1
134905,108699,126664,90242,54244,3197,29446,126664.0,32162,28566,10576,6538,11483,21845,2669,688,8570,10368,18565,13827,1
88830,71187,86590,60124,35462,5828,19880,86590.0,21231,18039,8149,6415,10249,11204,549,1057,6961,5744,10326,8804,1
50477,40431,49548,34561,20436,345,11479,49548.0,13451,10461,3571,2773,4173,6823,205,204,2874,4204,6885,5465,2
82128,69043,80074,55125,31582,3209,15890,80074.0,20454,15327,6200,5381,10302,12278,540,898,5854,7290,9054,8683,1
63096,52531,60642,45715,25906,2855,12807,60642.0,14109,13006,7112,6674,5622,7489,683,1002,6663,4825,7005,7439,3
49336,40542,48242,30199,18671,760,10411,48242.0,10308,9182,4460,2969,3847,8323,271,416,3397,2852,5995,5356,1
47980,39605,46420,32972,19898,779,9405,46420.0,12403,9386,3997,2630,3968,7610,394,367,3135,4051,6061,5093,2
297488,249045,266221,204168,107965,29518,65969,140466.75,53465,60566,38896,43955,28465,42551,10345,10437,31746,19495,29044,28076,3
919040,768445,877309,642871,383164,123931,198944,140466.75,179951,194586,117778,90415,77708,126205,13427,23789,93578,56978,108417,102487,3
39370,33151,38377,28866,16262,1073,7586,38377.0,9615,8909,4186,2856,3493,5376,320,263,3518,2638,5139,4634,0
51599,43083,50093,35862,19054,3127,10720,50093.0,13328,10899,3240,2795,8794,7093,385,219,3451,4944,5230,5230,0
55531,44913,54268,38651,22554,1060,12326,54268.0,13794,12985,3778,3550,4803,7363,296,321,3052,5042,7268,5783,3
60079,48723,58463,41240,23728,1612,13259,58463.0,14790,13954,5226,4267,4375,7774,575,357,3616,3654,7641,7092,2
49221,41120,46802,35151,19823,2826,9482,46802.0,12827,9623,4380,3921,6627,6140,551,391,3363,4958,6041,5071,2
4836,4121,4785,3604,2262,35,795,4785.0,1155,1286,313,181,314,850,4,24,409,441,612,453,2
64519,52072,63479,43979,26324,700,14298,63479.0,16040,14351,5258,3416,5309,9221,220,332,3850,4480,8478,7338,1
116229,92104,110086,73008,43451,5876,29633,110086.0,24512,25733,9044,7041,10384,15509,1668,1518,6609,7110,15355,11892,0
2504700,2118407,2008415,1789355,916856,860083,594378,140466.75,460338,354282,380135,279587,388569,344896,219229,262276,249155,345445,261999,217982,5
27087,21695,26730,18363,10514,184,6703,26730.0,8436,5080,1664,1701,2459,3375,56,75,1322,1861,3315,3400,2
65393,54812,63591,42717,24409,1598,13217,63591.0,14257,13683,5614,4359,7341,10791,495,785,4499,4664,7092,7718,1
73442,60228,72126,47707,27754,1350,16005,72126.0,16389,14159,7427,5827,8632,10254,270,583,5477,4255,7840,7710,2
744344,617804,690339,510165,300422,113171,168699,140466.75,123741,147912,105288,74150,59217,102788,18885,24281,83730,49494,87966,81029,2
50219,40173,44565,34126,20272,951,11801,44565.0,12036,11210,3460,3066,4474,7519,2211,369,2358,5062,6058,5441,2
1339532,1121132,1144177,942504,448528,149049,311580,140466.75,219372,220149,229392,276427,156847,141800,75211,102266,188711,84880,116738,113534,4
1585873,1448890,1182296,1259137,763846,246687,234435,140466.75,156607,172290,397987,430662,190625,199792,175696,179552,366162,166091,133809,119466,4
216469,177438,211775,150502,90556,14851,46490,140466.75,52205,49339,20569,17435,17887,28262,1108,1823,14801,13588,26850,24804,3
234878,191432,224059,159917,93028,14688,51377,140466.75,53357,49274,22777,16803,23099,32464,3407,6565,15433,19076,27632,25896,2
467026,384484,448197,316513,187686,51220,107255,140466.75,80811,95788,62078,46914,43296,61245,5479,14454,48689,29147,51852,50384,2
107931,90925,104252,76354,43019,2432,24300,104252.0,21491,23984,14319,11475,7575,14487,1196,1126,11395,5165,13443,12830,2
372813,298145,305628,240447,125925,37946,101529,140466.75,71195,73772,41214,52258,45559,40694,24615,8895,29772,24494,36709,32485,3
42883,34837,41126,29704,16119,2523,9540,41126.0,11706,9394,2874,2194,5564,5133,567,179,1842,3888,5264,4550,4
122109,98819,119557,80201,46400,972,28223,119557.0,30749,24278,8412,8304,9987,19347,650,723,6291,10471,15075,12460,1
62259,52579,60338,40004,24620,1066,11618,60338.0,13077,11505,6124,4290,4788,12575,413,674,5711,3587,7511,6369,1
99710,82991,88049,70373,35041,2350,23650,88049.0,19539,18632,15619,19667,9866,10339,2833,1882,11507,5076,9429,8996,3
2230722,1941166,1616972,1665576,780117,426683,461901,140466.75,461228,376485,325374,238511,350752,279954,288392,511787,187932,314557,259941,218228,5
159429,133491,153349,110822,64702,10338,33969,140466.75,31980,36675,18877,18170,12579,20035,1783,3517,14169,9121,16875,18103,2
468730,389289,387679,328506,165516,49857,109201,140466.75,103011,82970,62620,71699,73275,54778,28006,35164,42865,37040,40599,39716,5
311687,250238,262904,204647,99242,37058,87580,140466.75,45439,50437,44992,52968,38415,34977,18159,19293,37762,26017,29728,24658,4
111944,91918,109798,72131,41605,2420,23805,109798.0,26084,20771,8335,6126,13873,18984,670,1085,8338,8603,12648,10808,1
219607,188014,214328,160285,88296,3269,49856,140466.75,39770,46001,37413,36326,16815,24918,1165,3919,27322,9779,21854,24476,1
154727,127392,145900,106739,62886,14710,35509,140466.75,31537,31868,18515,15460,13701,20739,5364,4960,14366,10453,18009,16077,2
32749,26994,31825,22191,13166,435,6532,31825.0,8205,6675,2825,2245,2951,4916,170,217,1970,2516,3554,3802,1
18343,15255,18109,13177,7530,159,3890,18109.0,5073,3841,1568,1138,1560,2747,37,53,1341,1354,2548,2055,0
35251,29081,34299,24870,13393,1607,7519,34299.0,8802,7475,2962,2227,4028,4518,240,244,2134,3497,4562,3594,1
98990,79884,97619,68162,40344,1540,23198,97619.0,25337,20566,7885,6697,8422,13150,343,1161,7497,6877,13116,10136,2
1493350,1231210,1247111,1030141,499922,111224,357670,140466.75,292373,276103,196946,259786,172680,158737,82965,50972,163250,101469,139218,135875,4
77547,62484,66993,53264,30139,7039,17576,66993.0,17732,15876,7141,5930,7989,10858,3229,1075,5297,7218,9179,7937,3
51125,40614,50431,34772,20350,375,11977,50431.0,12383,10321,5443,4458,3838,6132,146,372,3148,3477,5989,5608,2
101564,91517,97300,60092,38967,4020,16659,97300.0,11947,13218,13726,10510,14147,20992,1175,8737,17889,3312,10542,9848,0
182493,153338,166584,129659,71049,10982,36816,140466.75,39462,37400,22291,20265,18451,24742,4542,3106,18400,12106,20276,18335,3
65707,54907,64529,47642,27990,590,13545,64529.0,15652,14093,7426,6214,4054,8535,208,456,6529,3942,8248,7274,3
63216,52287,61770,44765,24142,1893,13317,61770.0,17553,13150,5207,3860,5835,8843,432,266,3649,5206,8564,7092,2
93772,75068,90296,63889,36585,2887,22299,90296.0,22578,20799,8181,6314,6882,11625,1177,473,5704,6627,12032,10953,1
949113,795145,742081,668102,347232,138118,228000,140466.75,130493,135807,159656,194993,118015,107934,78503,51716,159217,82929,84517,73659,4
42155,34227,40911,29320,15501,2375,8704,40911.0,12104,9264,2832,2224,5450,5001,512,160,1688,3432,4802,5252,2
25348,20471,24927,16613,9517,203,6215,24927.0,5699,4622,2220,1859,1980,4093,90,97,1755,2317,3254,2501,2
151131,128250,134492,106443,59960,28369,35443,134492.0,29752,36294,16342,9540,16965,20380,9291,1837,7997,16058,22017,16225,2
37198,31038,35597,26561,14425,2043,8453,35597.0,10600,7471,2453,1365,4421,4824,838,360,1232,4805,5863,3766,0
11155,9325,10151,8076,4778,140,2235,10151.0,2487,2371,949,485,973,1851,515,54,561,1708,2023,915,0
26948,21356,26136,18081,9755,13090,5966,26136.0,7455,5352,1179,741,3959,3957,357,288,490,3605,3244,2487,1
27281,22811,25970,20207,11755,161,5301,25970.0,6337,6884,2669,1085,2132,4407,613,105,1275,3042,4147,2788,1
17797,15368,17000,13225,6664,709,3059,17000.0,3973,4001,1626,840,3045,3214,435,56,1051,2574,2748,1404,0
47759,39321,44593,33835,19941,12223,10527,44593.0,11353,11084,4287,2885,5224,7573,1986,165,2352,4759,6134,4810,0
21282,16910,21015,14657,8359,13296,4436,21015.0,5432,3921,1155,700,2275,4356,96,103,647,3502,3155,1505,2
35190,28131,32688,24279,14430,12268,8117,32688.0,8000,7704,2456,1123,4395,5358,1774,70,1074,5045,4018,3416,1
107431,105493,101882,95320,46297,12291,20161,101882.0,26098,32147,17232,10716,9293,17708,2634,579,9458,10385,18092,12621,1
238318,212288,224064,183555,100412,15211,48840,140466.75,43888,52119,43720,20735,21437,31644,6266,2417,26996,16832,36700,28238,2
90912,74814,86278,63662,35804,6012,20188,86278.0,19250,21378,6873,3388,9919,13115,2774,3185,3736,12425,12847,8637,2
178011,154219,161244,129485,65666,27219,48781,140466.75,32741,43895,26125,19108,19718,22654,8664,3513,12665,14059,20983,20690,2
83029,67980,79233,58549,33388,4086,18786,79233.0,18836,18561,5765,3167,8432,12636,2048,428,2916,12471,11435,8571,1
9980,8366,9765,7131,3675,1316,2557,9765.0,1870,2923,800,796,1413,1280,74,146,491,1047,929,1333,0
66469,58513,64228,51560,28870,4041,12575,64228.0,13266,19831,8112,6194,5261,9562,812,580,5630,4721,9354,8006,1
23719,19268,22975,16611,9190,8020,4889,22975.0,5508,5102,1599,984,2739,3759,350,60,673,3729,2960,2193,1
154358,126962,141326,107371,60887,13041,36795,140466.75,32547,34607,15892,9592,16853,19334,6395,5352,7173,17152,21159,16141,1
63505,56664,55277,49958,25845,8392,13841,55277.0,10641,12952,10683,9178,6571,7700,4619,703,9350,6332,8170,6951,3
27444,23545,26756,20942,11753,350,5287,26756.0,7060,6718,2438,1094,3203,4122,215,132,1574,3152,4118,2617,1
14793,11957,14326,10492,6059,5070,3317,14326.0,3688,3130,1257,881,1849,2203,266,52,732,1685,1952,1507,0
10587,9003,10329,8212,4660,64,1983,10329.0,2754,2679,1168,566,987,1300,81,24,725,886,1747,1144,0
98078,79475,95322,66333,38555,20332,22998,95322.0,23268,21455,6464,3592,12145,14120,1131,756,4504,10642,13281,9627,1
58098,46434,55436,39263,22489,17713,13532,55436.0,12995,13738,3336,2189,7832,8304,1750,154,1589,7605,7912,4885,3
103505,83917,97233,67131,40299,23193,24203,97233.0,17342,25189,10303,7644,8807,13498,2361,2099,6016,8281,14227,10151,1
319431,262582,289241,203986,122431,117117,85541,140466.75,52895,82177,32717,19676,39724,42381,9943,7090,16760,19437,42482,32734,2
23547,20605,22843,17861,8880,1361,5591,22843.0,5072,6475,3022,2554,2512,2963,223,148,1069,2223,2602,3253,0
33920,29666,31710,26282,14335,834,6792,31710.0,6710,9931,5284,3100,1872,3984,810,212,2557,1800,4705,4649,1
162878,133845,152470,114428,64515,14421,38872,140466.75,38447,36305,14808,8937,17571,21935,5871,1994,5858,19010,21505,18871,2
41240,34440,38744,29709,16245,2593,9751,38744.0,9371,9733,4282,3146,3814,5517,1458,239,2539,3784,5413,4878,1
58505,47259,46446,39829,22495,14773,14870,46446.0,13017,11906,2972,1721,6710,10030,8856,155,1311,10623,8646,4745,2
267587,245257,231510,204862,109348,101577,60321,140466.75,34867,48093,51502,33336,32618,36215,21094,12278,45297,25103,32912,31792,2
56552,43735,54448,36717,21680,32435,13879,54448.0,13599,10975,2692,1443,6368,8526,1326,113,1572,7879,7556,4887,2
350670,296323,308895,245413,141163,91227,85401,140466.75,62094,72144,52053,30390,43301,49746,25167,6495,30929,28193,42375,37789,2
60619,51970,55843,43826,23023,16212,14862,55843.0,13167,14526,6507,3957,7168,9147,2666,288,2705,6921,7414,6198,2
206086,173438,193885,146885,79867,31431,49241,140466.75,45116,48281,21333,12745,22900,29387,6315,2478,8731,23424,28324,22150,1
12197,9660,12024,8277,4665,4044,2903,12024.0,2956,2862,794,603,1415,1717,73,17,507,1158,1463,1306,2
8861,7130,8667,6053,3701,17,1913,8667.0,2260,1835,536,295,1079,1441,91,29,321,1101,1208,755,0
59916,48566,55434,40925,20628,19652,13333,55434.0,12875,12767,5934,3835,7588,7664,2323,326,2642,6707,6956,6363,2
21362,17364,18308,14841,7313,7964,4952,18308.0,4640,5072,1083,575,3469,3637,2002,72,366,3680,2462,1810,2
488406,420517,453580,344396,196628,158899,114483,140466.75,83016,102650,77709,43148,60724,69310,17675,19176,42647,38374,61190,52320,2
54691,42900,53539,36513,21970,29109,12618,53539.0,13594,9392,3607,2010,6560,8983,581,362,1498,8422,6828,4413,1
114678,99369,102319,82137,41594,23973,31827,102319.0,24939,29157,11267,7620,17866,16740,6272,1029,5429,11345,13293,12900,2
59036,50875,57037,44811,25563,624,11535,57037.0,12620,15818,6564,4027,5257,8122,844,215,4330,5479,9004,6169,0
106740,94177,96316,82961,45448,3224,21959,96316.0,20430,27897,16894,7858,9121,14370,4934,1022,8992,8748,16056,12684,3
24669,20408,24025,16877,9334,14933,5197,24025.0,5461,5455,1671,741,3788,4504,235,131,910,3380,3277,2245,2
46952,39865,41129,33360,16532,15716,14185,41129.0,9597,12815,4381,2385,8467,6504,2743,484,1713,4854,5256,5158,1
5810,4634,5399,3968,2119,1836,1076,5399.0,1539,1324,193,168,963,804,142,16,93,819,725,478,0
159437,137132,148593,115647,61215,19047,40585,140466.75,33155,38320,21711,15590,17954,21656,5348,2922,9443,13018,20046,17463,1
40271,35769,38233,26716,16446,745,7123,38233.0,7046,8325,4455,2231,3601,8569,1087,348,3683,3207,5591,4252,1
168878,145760,147064,122671,61909,25546,46970,140466.75,36055,42401,19175,12661,19589,23135,12653,1021,7393,17647,21347,19698,2
10153,8221,9755,7224,4167,3289,2208,9755.0,2082,2802,683,344,975,1746,190,32,340,1317,1381,1204,2
57866,47306,47290,39706,22058,11565,14860,47290.0,10203,13932,5622,3940,6381,7977,5286,489,2804,7145,7722,5625,2
59495,47203,55578,40180,24327,24121,14332,55578.0,12816,13968,3516,2057,5522,9882,2299,262,1889,7991,8267,5503,2
78265,66189,73027,56890,30343,4340,18481,73027.0,17576,18927,8087,6188,8921,10177,2078,421,3430,8870,10380,8336,0
44996,37501,42604,32336,17838,1708,9785,42604.0,10707,10838,3646,1648,5242,6829,1442,351,1486,5659,6930,4723,1
33922,29054,31692,25576,14591,447,6534,31692.0,7986,8722,3731,1926,3536,5287,905,208,1951,3186,5172,3605,1
20764,18177,20341,15174,8494,240,4092,20341.0,4850,4057,2304,1000,2065,4065,94,70,1631,2332,3340,1972,0
24505,19230,23736,16621,10318,10651,5435,23736.0,5991,5239,1775,947,2808,3195,434,71,858,2758,3753,2144,2
919628,822611,807684,688046,362213,282804,233338,140466.75,123245,191960,200706,129941,107923,117496,57113,42352,102491,69644,109065,104217,2
15579,12838,14948,11205,6685,58,3035,14948.0,3680,3556,1344,593,1423,2488,397,50,683,1942,2128,1769,0
27798,22333,23872,18910,10544,5231,6746,23872.0,6271,5818,1927,1078,4032,3516,2439,441,723,4171,4076,2712,2
88247,77478,82986,67957,37540,11839,19149,82986.0,15591,21266,14770,9873,8658,12445,2426,754,9670,6660,11533,9524,2
95840,76825,89825,64512,37782,35650,22935,89825.0,21704,20091,8695,5683,9693,14418,3677,747,4403,9619,12525,9568,1
202667,184689,191951,149505,86046,29907,40413,140466.75,32819,47049,38863,22393,20998,34274,4852,2410,19301,11473,26143,22877,1
22099,17338,21794,15066,9193,12895,4600,21794.0,5593,4244,1179,783,2839,3698,181,39,751,3299,2786,1709,3
177772,151355,159876,101561,60092,27672,44938,140466.75,29654,42614,14336,10565,18530,22325,5679,3355,6206,8751,31466,18382,1
133801,118396,122784,87529,51457,15928,27969,122784.0,13273,17387,22592,20355,14971,25076,5341,9023,27793,6484,13102,13463,2
13144,11169,12732,9824,5490,2632,2354,12732.0,2971,3575,1209,805,1577,2047,163,50,695,1374,1655,1294,0
40661,32137,39019,26571,14956,15355,9199,39019.0,8593,8908,3422,2411,4803,6103,737,454,1987,3661,4258,4195,2
52217,47018,49023,40493,20333,9269,11889,49023.0,11716,13072,6505,4525,6281,8966,1742,207,3868,5332,6520,5824,1
13453,11258,13167,10092,5598,3347,2769,13167.0,3201,3527,1390,917,1562,1934,157,38,597,1377,1783,1381,2
39464,32286,37871,27663,15826,10646,9114,37871.0,10168,9207,3028,1959,3973,5001,868,116,1194,4066,4892,4372,1
168148,144252,158946,105532,67577,57257,37798,140466.75,25035,36587,20457,11631,19111,32014,5136,2613,12122,11331,20372,17509,1
20510,17729,19388,15648,8989,918,3938,19388.0,3981,5038,3144,1560,1674,2793,528,68,1852,1633,3269,2310,2
141752,115674,127054,98075,55373,8176,34714,127054.0,33702,30370,10713,6375,15809,17078,7561,1431,4305,18985,19636,15645,2
46639,36670,43898,30544,18430,14269,11380,43898.0,11065,9074,2932,1782,5558,7322,1700,431,1425,6048,6396,3876,2
134168,105691,123236,85584,47997,32637,35927,123236.0,29797,25197,7672,3595,23068,19660,6672,993,3291,19627,17233,10390,2
93643,76054,88484,65455,38693,17655,20789,88484.0,22603,20943,6665,4064,10477,13514,2608,430,2956,12288,13159,9523,1
138428,112996,127784,95078,53140,22392,32942,127784.0,31497,31409,12616,7248,16148,18808,5993,1386,4837,14719,19039,14358,2
67810,55210,65413,47447,27466,6854,15224,65413.0,15386,15031,5429,2591,8480,10363,1034,296,2767,8834,10090,6811,2
63431,50603,52991,42499,24005,17128,16277,52991.0,14400,13144,3796,2145,6678,10510,7430,242,1500,9659,8893,5493,1
36157,28612,35403,23608,13614,13943,9073,35403.0,7800,6971,2424,1011,6203,5611,385,276,1318,5095,4522,2670,0
60585,49975,58419,42321,23589,6630,13733,58419.0,14353,14695,5068,3136,6262,8245,1271,1118,1928,6277,8433,6579,2
47401,38771,46147,33595,19416,1916,10521,46147.0,13581,9663,3585,2109,5103,5385,589,125,1101,5665,6935,5797,0
73673,59508,66518,50753,29914,2749,17217,66518.0,15221,16143,5517,3101,8822,10472,4410,347,2850,11022,9825,7387,1
13981,11485,13441,9818,5672,76,3269,13441.0,3200,3215,1031,487,1578,2053,150,67,446,1926,1812,1151,0
33090,28865,32126,25011,14394,1292,5832,32126.0,6796,7607,4378,1811,2574,5587,415,144,3104,3126,5276,3564,1
4407,3588,4167,3213,1595,1683,795,4167.0,1342,805,152,73,495,886,161,80,93,821,578,321,0
201292,171529,180325,140617,67864,23558,60880,140466.75,35519,42945,33350,25047,24692,26813,10760,3271,14407,14396,21254,21496,2
45422,35639,42371,29738,17395,22645,11541,42371.0,11079,8579,2575,1290,4715,6985,1754,202,1017,6488,6830,3784,3
900993,813243,813071,677119,345645,186510,234613,140466.75,107031,173905,217337,153318,104935,109398,40928,48553,127784,51062,96713,103602,1
20972,17142,20280,14468,8321,10970,4258,20280.0,5008,4298,1463,867,2895,3048,428,51,817,2882,2860,1957,2
13228,10282,12762,8516,5526,6587,3043,12762.0,3062,2751,538,368,1379,2450,340,38,240,1925,1889,1186,2
51079,47728,49366,30171,20403,877,7074,49366.0,5988,8170,7338,3877,6486,14431,597,475,5233,3442,6070,4615,0
122623,99679,110461,82263,47831,38499,30484,110461.0,24638,27817,11536,6347,12217,19098,7189,1431,4675,13597,15625,12926,2
69340,56697,65568,48844,28360,2830,15536,65568.0,15602,15131,5288,2714,7858,10468,2312,296,2233,10590,9556,7027,2
81234,65541,73510,55011,31962,31686,20052,73510.0,18128,15918,7465,4116,9196,10969,5122,668,2869,10631,11260,8384,2
38406,31149,34657,26554,15486,1192,8938,34657.0,9193,8679,2163,1671,4457,4921,2560,78,1031,5488,5210,4095,2
17818,14872,17004,13035,7644,145,3562,17004.0,4366,3910,1613,613,2036,2506,420,34,958,2188,2503,1890,0
2343,1986,2323,1686,1098,8,446,2323.0,568,582,310,276,121,292,4,9,152,74,308,293,0
11066,9170,10943,7728,4826,86,2280,10943.0,2237,2715,1442,971,532,1685,24,58,554,780,1096,1480,0
